R_GM,R_ST,R_BF,L_GM,L_ST,L_BF,
3.34E-06,1.90E-05,-4.05E-05,-5.00E-05,-1.94E-05,0.000105943,
-5.97E-07,1.69E-05,-4.96E-05,-4.71E-05,-1.29E-05,0.000104636,
-5.83E-07,1.15E-05,-5.42E-05,-3.91E-05,-1.33E-05,9.76E-05,
1.40E-06,1.37E-05,-5.14E-05,-3.31E-05,-2.91E-06,8.44E-05,
9.37E-07,1.90E-05,-4.92E-05,-3.23E-05,2.29E-05,6.88E-05,
-2.78E-06,1.73E-05,-4.73E-05,-3.56E-05,5.15E-05,4.87E-05,
-5.77E-06,1.33E-05,-4.28E-05,-3.72E-05,6.79E-05,2.23E-05,
-5.66E-06,1.12E-05,-3.56E-05,-3.55E-05,5.99E-05,-2.35E-06,
-3.62E-06,7.11E-06,-2.72E-05,-3.27E-05,4.17E-05,-1.86E-05,
-1.58E-06,-1.98E-06,-2.18E-05,-2.97E-05,3.42E-05,-2.96E-05,
1.00E-06,-8.58E-06,-2.10E-05,-2.61E-05,3.93E-05,-3.82E-05,
4.77E-06,-6.98E-06,-2.44E-05,-2.23E-05,4.53E-05,-3.72E-05,
6.40E-06,-1.62E-06,-3.10E-05,-1.89E-05,4.34E-05,-2.67E-05,
5.85E-06,3.32E-06,-3.85E-05,-1.57E-05,4.06E-05,-1.91E-05,
6.01E-06,1.07E-05,-4.41E-05,-1.16E-05,4.35E-05,-2.35E-05,
7.48E-06,1.96E-05,-4.67E-05,-8.42E-06,4.75E-05,-3.65E-05,
8.24E-06,2.44E-05,-4.68E-05,-9.22E-06,4.59E-05,-4.90E-05,
7.64E-06,2.32E-05,-4.66E-05,-1.27E-05,4.45E-05,-5.66E-05,
7.22E-06,1.88E-05,-4.60E-05,-1.49E-05,4.22E-05,-6.12E-05,
7.69E-06,1.25E-05,-4.48E-05,-1.41E-05,2.17E-05,-6.57E-05,
7.89E-06,8.88E-07,-4.34E-05,-1.21E-05,-1.52E-05,-7.05E-05,
7.84E-06,-1.48E-05,-4.27E-05,-1.08E-05,-3.28E-05,-7.02E-05,
7.59E-06,-2.59E-05,-4.21E-05,-1.13E-05,-1.41E-05,-6.08E-05,
7.54E-06,-2.99E-05,-4.17E-05,-1.31E-05,1.59E-05,-4.96E-05,
9.02E-06,-3.18E-05,-4.15E-05,-1.39E-05,2.66E-05,-4.57E-05,
1.10E-05,-2.80E-05,-4.01E-05,-1.31E-05,9.78E-06,-4.92E-05,
1.30E-05,-1.35E-05,-3.85E-05,-1.19E-05,-2.03E-05,-5.42E-05,
1.46E-05,7.04E-06,-3.78E-05,-1.11E-05,-3.81E-05,-5.80E-05,
1.64E-05,2.25E-05,-3.82E-05,-1.08E-05,-3.42E-05,-6.14E-05,
1.66E-05,2.46E-05,-4.24E-05,-9.00E-06,-2.08E-05,-6.59E-05,
1.39E-05,2.07E-05,-4.71E-05,-4.53E-06,-9.71E-06,-7.08E-05,
1.28E-05,1.72E-05,-4.91E-05,4.19E-07,-1.67E-06,-7.38E-05,
1.41E-05,1.28E-05,-4.86E-05,2.77E-06,2.39E-06,-7.42E-05,
1.55E-05,4.75E-06,-4.54E-05,2.58E-06,-1.39E-06,-7.50E-05,
1.56E-05,-2.94E-06,-4.32E-05,3.89E-06,-4.76E-06,-7.46E-05,
1.48E-05,-2.50E-06,-4.54E-05,7.30E-06,1.79E-06,-7.40E-05,
1.44E-05,8.43E-07,-5.16E-05,9.20E-06,1.24E-05,-7.81E-05,
1.44E-05,3.86E-07,-5.76E-05,8.27E-06,1.29E-05,-8.65E-05,
1.39E-05,-3.07E-06,-5.97E-05,7.10E-06,-8.14E-07,-9.55E-05,
1.33E-05,-4.93E-07,-5.48E-05,9.57E-06,-2.24E-05,-0.000100676,
1.29E-05,1.11E-05,-4.86E-05,1.51E-05,-4.33E-05,-0.000102175,
1.20E-05,2.53E-05,-4.89E-05,2.09E-05,-5.45E-05,-0.000104446,
1.10E-05,3.50E-05,-5.30E-05,2.51E-05,-5.30E-05,-0.000110786,
1.14E-05,3.80E-05,-5.56E-05,2.76E-05,-4.84E-05,-0.000118014,
1.37E-05,3.41E-05,-5.58E-05,2.98E-05,-5.00E-05,-0.000122829,
1.62E-05,2.37E-05,-5.46E-05,3.25E-05,-5.58E-05,-0.000127639,
1.73E-05,1.29E-05,-5.16E-05,3.42E-05,-5.76E-05,-0.000133905,
1.80E-05,8.04E-06,-4.83E-05,3.42E-05,-4.87E-05,-0.00013879,
1.91E-05,1.04E-05,-4.69E-05,3.57E-05,-2.75E-05,-0.000140215,
1.97E-05,1.27E-05,-4.96E-05,3.82E-05,-3.34E-06,-0.00013987,
1.86E-05,7.83E-06,-5.43E-05,3.69E-05,1.11E-05,-0.000140084,
1.65E-05,-1.98E-06,-5.61E-05,3.28E-05,1.27E-05,-0.000142294,
1.56E-05,-6.26E-06,-5.61E-05,3.06E-05,7.45E-06,-0.000149211,
1.64E-05,2.34E-06,-5.64E-05,2.70E-05,3.70E-07,-0.000160592,
1.79E-05,1.52E-05,-5.59E-05,2.21E-05,-3.69E-06,-0.000173254,
1.64E-05,2.32E-05,-5.29E-05,2.30E-05,3.88E-06,-0.000182407,
1.46E-05,2.77E-05,-4.63E-05,2.97E-05,2.03E-05,-0.000182595,
1.53E-05,2.86E-05,-3.93E-05,3.45E-05,3.40E-05,-0.000177331,
1.43E-05,2.99E-05,-3.67E-05,3.47E-05,3.25E-05,-0.000175593,
1.06E-05,3.25E-05,-3.75E-05,3.22E-05,1.18E-05,-0.000174656,
8.22E-06,3.01E-05,-3.71E-05,3.12E-05,-5.89E-06,-0.000168534,
9.29E-06,2.40E-05,-3.78E-05,3.30E-05,4.08E-06,-0.000157147,
1.14E-05,2.20E-05,-4.01E-05,3.47E-05,3.25E-05,-0.000147188,
1.21E-05,2.15E-05,-4.38E-05,3.67E-05,5.31E-05,-0.000146755,
9.26E-06,1.74E-05,-4.96E-05,4.08E-05,5.03E-05,-0.000156591,
5.18E-06,1.11E-05,-5.31E-05,4.51E-05,2.44E-05,-0.000174011,
3.51E-06,6.77E-06,-5.14E-05,5.00E-05,-1.15E-05,-0.000196257,
4.49E-06,4.66E-06,-4.73E-05,5.63E-05,-3.66E-05,-0.000217627,
5.54E-06,2.70E-06,-4.60E-05,6.13E-05,-4.70E-05,-0.000231288,
5.82E-06,1.15E-06,-4.96E-05,6.30E-05,-5.63E-05,-0.00023726,
6.66E-06,4.19E-06,-5.62E-05,6.17E-05,-6.91E-05,-0.000240363,
9.46E-06,1.18E-05,-6.04E-05,5.69E-05,-7.52E-05,-0.000245455,
1.24E-05,1.48E-05,-5.77E-05,4.95E-05,-6.87E-05,-0.000251524,
1.24E-05,1.20E-05,-4.98E-05,4.37E-05,-5.55E-05,-0.000254666,
1.05E-05,1.08E-05,-4.31E-05,4.04E-05,-4.28E-05,-0.000252876,
9.75E-06,9.61E-06,-4.08E-05,3.74E-05,-3.17E-05,-0.000249131,
1.15E-05,5.22E-06,-4.16E-05,3.52E-05,-2.15E-05,-0.000250265,
1.23E-05,5.08E-06,-4.31E-05,3.37E-05,-1.50E-05,-0.000258626,
1.11E-05,7.84E-06,-4.24E-05,2.91E-05,-1.38E-05,-0.000271396,
1.01E-05,7.10E-06,-4.03E-05,2.44E-05,-1.79E-05,-0.000284998,
1.08E-05,7.30E-06,-4.06E-05,2.23E-05,-2.18E-05,-0.000296363,
1.29E-05,9.67E-06,-4.10E-05,2.23E-05,-1.94E-05,-0.000307241,
1.22E-05,6.10E-06,-4.11E-05,2.32E-05,-1.29E-05,-0.000319384,
7.38E-06,-2.99E-06,-4.36E-05,2.15E-05,-7.48E-06,-0.000330176,
4.02E-06,-9.36E-06,-4.55E-05,1.72E-05,-2.32E-06,-0.000342225,
4.11E-06,-1.02E-05,-4.37E-05,1.13E-05,9.86E-06,-0.000354542,
6.31E-06,-7.34E-06,-3.80E-05,8.91E-06,2.72E-05,-0.000364342,
8.37E-06,-5.79E-06,-3.47E-05,1.12E-05,3.95E-05,-0.000372427,
8.70E-06,-5.62E-06,-3.99E-05,1.16E-05,4.62E-05,-0.000380549,
7.48E-06,-3.06E-06,-4.56E-05,8.02E-06,4.67E-05,-0.00039033,
6.56E-06,4.21E-07,-4.50E-05,2.44E-06,4.09E-05,-0.000398821,
6.81E-06,2.31E-06,-4.17E-05,-1.96E-06,3.58E-05,-0.00040328,
7.65E-06,2.16E-06,-3.92E-05,-3.05E-06,3.35E-05,-0.000403968,
8.51E-06,-7.96E-07,-3.88E-05,-1.33E-07,2.17E-05,-0.000405246,
8.81E-06,-7.32E-06,-4.05E-05,4.30E-06,-8.23E-06,-0.000406682,
9.39E-06,-1.37E-05,-4.37E-05,7.13E-06,-4.70E-05,-0.000405045,
1.02E-05,-1.66E-05,-4.62E-05,6.57E-06,-8.37E-05,-0.000399453,
1.12E-05,-1.34E-05,-4.83E-05,3.78E-06,-0.000126926,-0.000391063,
1.24E-05,-5.73E-06,-4.95E-05,1.59E-06,-0.000179756,-0.000380888,
1.34E-05,9.28E-07,-4.64E-05,-5.29E-07,-0.000200949,-0.000370624,
1.40E-05,3.30E-06,-4.02E-05,-5.11E-06,-0.000154867,-0.000360155,
1.40E-05,4.77E-06,-3.62E-05,-1.01E-05,-7.46E-05,-0.000345063,
1.30E-05,7.54E-06,-3.78E-05,-1.21E-05,-1.64E-05,-0.000327099,
1.20E-05,7.49E-06,-4.34E-05,-1.14E-05,2.37E-06,-0.000315382,
1.31E-05,4.10E-06,-4.99E-05,-9.82E-06,-6.51E-06,-0.000317212,
1.58E-05,9.18E-07,-5.06E-05,-6.84E-06,-1.79E-05,-0.000326691,
1.77E-05,-5.84E-07,-4.45E-05,-3.84E-06,-8.31E-06,-0.000332624,
1.73E-05,2.37E-06,-4.07E-05,-1.47E-06,2.42E-05,-0.000329837,
1.59E-05,8.33E-06,-4.37E-05,3.58E-06,5.85E-05,-0.000321466,
1.53E-05,1.26E-05,-4.67E-05,9.12E-06,7.19E-05,-0.000314597,
1.37E-05,1.89E-05,-4.34E-05,7.56E-06,4.67E-05,-0.000311201,
1.24E-05,2.39E-05,-3.94E-05,1.81E-06,-1.09E-05,-0.000303771,
1.32E-05,2.54E-05,-3.94E-05,2.45E-07,-4.73E-05,-0.000284528,
1.13E-05,2.39E-05,-4.05E-05,2.92E-06,-2.07E-05,-0.000254919,
6.86E-06,2.12E-05,-3.93E-05,6.71E-06,4.78E-05,-0.000222409,
3.92E-06,2.04E-05,-3.78E-05,1.08E-05,0.000106047,-0.000193047,
4.22E-06,2.02E-05,-3.82E-05,1.75E-05,0.000113823,-0.000170115,
5.57E-06,1.96E-05,-4.08E-05,2.31E-05,7.60E-05,-0.000152393,
5.71E-06,1.70E-05,-4.35E-05,2.45E-05,2.88E-05,-0.000136569,
5.03E-06,1.36E-05,-4.29E-05,2.26E-05,-1.11E-05,-0.000121606,
3.75E-06,1.03E-05,-3.84E-05,1.89E-05,-3.86E-05,-0.000105658,
3.20E-06,5.98E-06,-3.40E-05,1.41E-05,-5.28E-05,-8.73E-05,
4.15E-06,-1.02E-06,-3.43E-05,9.81E-06,-7.18E-05,-6.86E-05,
5.92E-06,-9.13E-06,-3.97E-05,9.70E-06,-0.000105575,-5.18E-05,
8.09E-06,-1.16E-05,-4.89E-05,1.21E-05,-0.000134756,-3.33E-05,
9.48E-06,-5.66E-06,-5.74E-05,1.42E-05,-0.000137083,-8.41E-06,
9.15E-06,-1.55E-07,-5.84E-05,1.54E-05,-0.000103486,2.03E-05,
9.02E-06,-2.95E-06,-5.23E-05,1.81E-05,-3.97E-05,4.36E-05,
1.03E-05,-1.02E-05,-4.84E-05,2.17E-05,2.37E-05,5.37E-05,
1.24E-05,-1.76E-05,-5.02E-05,2.28E-05,5.47E-05,4.85E-05,
1.34E-05,-2.37E-05,-5.34E-05,2.03E-05,5.60E-05,3.19E-05,
1.21E-05,-2.58E-05,-5.71E-05,1.88E-05,4.71E-05,1.84E-05,
9.85E-06,-2.44E-05,-5.98E-05,2.04E-05,2.77E-05,2.72E-05,
9.51E-06,-2.31E-05,-5.99E-05,2.16E-05,-1.30E-05,5.74E-05,
1.22E-05,-1.96E-05,-5.73E-05,1.99E-05,-6.91E-05,8.61E-05,
1.55E-05,-1.09E-05,-5.46E-05,1.82E-05,-0.000124143,9.69E-05,
1.70E-05,-4.17E-06,-5.70E-05,1.87E-05,-0.000156445,9.69E-05,
1.55E-05,-1.57E-06,-6.15E-05,1.53E-05,-0.00015262,0.000105975,
1.30E-05,1.55E-06,-6.04E-05,7.59E-06,-0.000132422,0.00013011,
1.19E-05,7.53E-06,-5.30E-05,2.21E-06,-0.00010591,0.000156336,
1.14E-05,1.21E-05,-4.06E-05,-1.89E-06,-6.89E-05,0.000172023,
1.10E-05,9.72E-06,-2.71E-05,-4.96E-06,-3.11E-05,0.000175477,
1.01E-05,7.01E-06,-2.28E-05,-5.43E-06,-4.48E-06,0.000174227,
1.06E-05,1.17E-05,-3.05E-05,-6.31E-06,8.27E-06,0.000172627,
1.25E-05,2.25E-05,-3.96E-05,-8.25E-06,1.61E-05,0.000170872,
1.39E-05,2.86E-05,-3.83E-05,-9.33E-06,2.47E-05,0.000167164,
1.43E-05,2.64E-05,-2.76E-05,-8.74E-06,3.03E-05,0.0001592,
1.38E-05,2.03E-05,-1.75E-05,-5.60E-06,2.72E-05,0.000150438,
1.04E-05,1.23E-05,-1.38E-05,-1.82E-06,1.52E-05,0.000142817,
4.61E-06,5.95E-06,-1.63E-05,-9.24E-07,7.04E-07,0.000134856,
5.77E-07,7.01E-06,-2.24E-05,-3.04E-06,-6.17E-06,0.00012662,
-3.29E-07,1.29E-05,-2.77E-05,-5.67E-06,-2.91E-06,0.000121475,
9.18E-07,1.44E-05,-2.80E-05,-6.96E-06,1.57E-06,0.000120168,
4.32E-06,1.23E-05,-2.41E-05,-5.92E-06,-1.54E-06,0.000119937,
7.93E-06,1.39E-05,-2.03E-05,-2.04E-06,-4.01E-06,0.000120008,
7.99E-06,2.06E-05,-2.03E-05,2.55E-06,5.21E-06,0.000118608,
4.78E-06,2.58E-05,-2.09E-05,6.71E-06,2.00E-05,0.000113274,
2.60E-06,2.69E-05,-1.88E-05,1.26E-05,3.36E-05,0.00010561,
2.72E-06,2.54E-05,-1.67E-05,1.98E-05,4.82E-05,9.82E-05,
2.29E-06,2.24E-05,-1.62E-05,2.39E-05,6.15E-05,9.35E-05,
2.56E-06,1.89E-05,-1.62E-05,2.39E-05,6.50E-05,9.48E-05,
5.48E-06,1.64E-05,-1.75E-05,2.15E-05,5.56E-05,9.81E-05,
8.49E-06,1.64E-05,-2.00E-05,1.84E-05,4.23E-05,9.67E-05,
9.28E-06,2.04E-05,-2.11E-05,1.74E-05,3.07E-05,9.03E-05,
8.91E-06,2.69E-05,-2.09E-05,1.89E-05,1.70E-05,8.56E-05,
9.70E-06,3.03E-05,-2.18E-05,1.88E-05,6.98E-06,8.67E-05,
1.19E-05,2.47E-05,-2.52E-05,1.48E-05,6.18E-06,9.15E-05,
1.42E-05,1.62E-05,-2.79E-05,1.28E-05,2.30E-06,9.47E-05,
1.56E-05,1.10E-05,-2.61E-05,1.59E-05,-1.01E-05,9.66E-05,
1.59E-05,8.84E-06,-2.44E-05,1.75E-05,-1.47E-05,0.000100124,
1.59E-05,1.14E-05,-2.78E-05,1.47E-05,-1.17E-06,0.000101866,
1.45E-05,1.50E-05,-3.42E-05,8.65E-06,2.45E-05,0.00010524,
1.23E-05,1.41E-05,-3.98E-05,1.58E-06,5.21E-05,0.000111944,
1.09E-05,5.21E-06,-4.36E-05,-4.37E-06,6.43E-05,0.000115486,
1.05E-05,-5.84E-06,-4.68E-05,-8.25E-06,4.89E-05,0.000112089,
1.12E-05,-7.34E-06,-4.92E-05,-1.06E-05,2.12E-05,0.000106349,
1.25E-05,2.67E-06,-4.87E-05,-1.21E-05,3.25E-06,0.000105868,
1.41E-05,1.47E-05,-4.55E-05,-1.22E-05,-1.51E-07,0.000110549,
1.56E-05,1.97E-05,-4.49E-05,-1.09E-05,2.43E-06,0.000114098,
1.66E-05,1.78E-05,-4.76E-05,-8.88E-06,2.34E-06,0.000113957,
1.66E-05,1.43E-05,-4.82E-05,-7.61E-06,-2.41E-06,0.000113971,
1.69E-05,1.40E-05,-4.61E-05,-7.33E-06,-8.33E-06,0.000117875,
1.65E-05,1.66E-05,-4.66E-05,-7.10E-06,-1.32E-05,0.000123527,
1.36E-05,1.84E-05,-4.96E-05,-5.59E-06,-1.54E-05,0.000126782,
1.06E-05,1.94E-05,-5.28E-05,-2.69E-06,-1.00E-05,0.000128127,
1.13E-05,1.93E-05,-5.68E-05,-1.58E-07,2.99E-06,0.000127031,
1.39E-05,1.49E-05,-5.77E-05,5.58E-07,1.31E-05,0.000123271,
1.57E-05,4.82E-06,-5.31E-05,4.72E-07,1.57E-05,0.000120727,
1.62E-05,-3.47E-06,-5.02E-05,2.98E-06,1.77E-05,0.000122001,
1.72E-05,-2.24E-06,-5.28E-05,7.92E-06,2.23E-05,0.000126851,
1.90E-05,5.27E-06,-5.86E-05,1.02E-05,3.45E-05,0.000134337,
2.10E-05,1.14E-05,-6.29E-05,1.27E-05,4.70E-05,0.000141656,
2.20E-05,1.30E-05,-6.09E-05,1.80E-05,4.51E-05,0.000148567,
2.07E-05,1.20E-05,-5.77E-05,2.20E-05,2.25E-05,0.000154101,
1.80E-05,7.30E-06,-5.92E-05,2.27E-05,-1.10E-05,0.000157869,
1.42E-05,4.25E-06,-6.25E-05,2.20E-05,-2.48E-05,0.000161123,
1.20E-05,8.07E-06,-6.45E-05,2.19E-05,-5.20E-06,0.00016003,
1.20E-05,1.36E-05,-6.48E-05,2.10E-05,2.18E-05,0.00015314,
1.26E-05,1.05E-05,-6.47E-05,1.81E-05,8.15E-06,0.000141673,
1.34E-05,-3.13E-06,-6.44E-05,1.25E-05,-4.96E-05,0.000128257,
1.54E-05,-1.54E-05,-6.42E-05,8.42E-06,-9.24E-05,0.000117561,
1.81E-05,-2.11E-05,-6.24E-05,8.63E-06,-8.29E-05,0.000113354,
1.90E-05,-2.22E-05,-5.76E-05,8.49E-06,-5.05E-05,0.000113273,
1.81E-05,-1.91E-05,-5.21E-05,5.85E-06,-3.48E-05,0.000112718,
1.63E-05,-8.04E-06,-4.98E-05,3.09E-06,-3.51E-05,0.000111846,
1.53E-05,8.57E-06,-5.11E-05,1.99E-06,-3.17E-05,0.000111322,
1.50E-05,2.41E-05,-5.16E-05,1.32E-06,-1.99E-05,0.000109881,
1.36E-05,3.23E-05,-4.87E-05,-2.20E-06,-9.94E-06,0.000105722,
1.17E-05,3.30E-05,-4.52E-05,-8.96E-06,-7.93E-06,0.000101338,
1.15E-05,3.35E-05,-4.51E-05,-1.38E-05,-1.25E-05,9.93E-05,
1.14E-05,3.91E-05,-4.76E-05,-1.27E-05,-1.85E-05,0.000100407,
1.08E-05,4.51E-05,-4.95E-05,-8.01E-06,-1.98E-05,0.000103303,
1.02E-05,4.03E-05,-5.08E-05,-3.92E-06,-1.57E-05,0.000104154,
9.79E-06,2.07E-05,-5.15E-05,-2.95E-06,-1.26E-05,0.000100004,
7.94E-06,1.23E-06,-5.19E-05,-2.52E-06,-1.84E-05,9.25E-05,
4.85E-06,3.91E-06,-5.38E-05,-2.93E-06,-3.52E-05,8.79E-05,
2.19E-06,2.06E-05,-5.59E-05,-5.08E-06,-5.18E-05,8.63E-05,
2.32E-06,2.66E-05,-5.84E-05,-5.87E-06,-5.08E-05,8.47E-05,
4.87E-06,1.93E-05,-6.09E-05,-7.54E-06,-3.17E-05,8.47E-05,
7.32E-06,4.97E-06,-6.21E-05,-1.37E-05,-1.17E-05,8.48E-05,
7.41E-06,-1.79E-05,-6.24E-05,-2.03E-05,1.81E-06,7.94E-05,
5.08E-06,-4.72E-05,-6.00E-05,-2.16E-05,5.24E-06,6.68E-05,
3.32E-06,-6.93E-05,-5.43E-05,-2.10E-05,-6.71E-07,5.40E-05,
2.81E-06,-6.74E-05,-4.83E-05,-2.27E-05,-6.64E-06,4.98E-05,
4.48E-06,-4.46E-05,-4.59E-05,-2.61E-05,-1.04E-05,5.24E-05,
6.88E-06,-2.19E-05,-4.37E-05,-2.75E-05,-2.12E-05,5.59E-05,
8.89E-06,-1.11E-05,-3.80E-05,-2.49E-05,-4.22E-05,5.65E-05,
1.10E-05,-6.65E-06,-2.98E-05,-2.07E-05,-5.36E-05,5.66E-05,
1.26E-05,-1.22E-06,-2.31E-05,-1.82E-05,-3.79E-05,6.12E-05,
1.34E-05,7.66E-06,-2.31E-05,-1.99E-05,-5.51E-06,6.83E-05,
1.51E-05,2.07E-05,-2.82E-05,-2.38E-05,1.59E-05,7.25E-05,
1.85E-05,3.35E-05,-3.34E-05,-2.63E-05,1.02E-05,7.15E-05,
2.03E-05,4.09E-05,-3.60E-05,-2.54E-05,-1.43E-05,6.72E-05,
1.90E-05,4.22E-05,-3.52E-05,-2.43E-05,-3.98E-05,6.27E-05,
1.79E-05,3.73E-05,-3.28E-05,-2.60E-05,-5.11E-05,6.14E-05,
1.88E-05,2.74E-05,-3.20E-05,-2.77E-05,-4.29E-05,6.39E-05,
1.84E-05,1.87E-05,-3.28E-05,-2.52E-05,-2.51E-05,6.54E-05,
1.60E-05,1.57E-05,-3.27E-05,-2.16E-05,-1.12E-05,6.07E-05,
1.50E-05,1.52E-05,-3.31E-05,-2.01E-05,-2.76E-06,5.01E-05,
1.59E-05,1.33E-05,-3.51E-05,-1.86E-05,6.65E-06,3.95E-05,
1.61E-05,9.66E-06,-3.44E-05,-1.74E-05,1.36E-05,3.13E-05,
1.55E-05,7.50E-06,-2.94E-05,-1.75E-05,1.42E-05,2.28E-05,
1.61E-05,7.50E-06,-2.83E-05,-1.61E-05,2.22E-05,1.64E-05,
1.53E-05,6.73E-06,-3.13E-05,-1.17E-05,4.13E-05,1.27E-05,
1.21E-05,5.85E-06,-3.21E-05,-6.72E-06,3.16E-05,5.65E-06,
8.73E-06,9.21E-06,-3.26E-05,-6.15E-06,-3.97E-05,-7.50E-06,
5.88E-06,1.33E-05,-3.38E-05,-6.61E-06,-0.00011897,-1.89E-05,
5.25E-06,1.24E-05,-3.62E-05,-5.59E-06,-0.000137033,-1.88E-05,
5.71E-06,8.31E-06,-3.76E-05,-7.51E-06,-0.000100421,-9.40E-06,
4.95E-06,3.59E-06,-3.43E-05,-8.96E-06,-5.21E-05,1.89E-06,
3.60E-06,1.80E-06,-3.05E-05,-9.36E-06,-1.92E-05,9.91E-06,
3.88E-06,6.15E-06,-2.74E-05,-8.02E-06,2.35E-06,1.39E-05,
4.80E-06,1.38E-05,-2.48E-05,-4.24E-06,1.54E-05,1.60E-05,
5.14E-06,1.73E-05,-2.72E-05,-1.59E-06,1.60E-05,1.49E-05,
5.68E-06,1.51E-05,-3.33E-05,-3.64E-07,7.41E-06,9.21E-06,
5.82E-06,9.67E-06,-3.68E-05,2.78E-06,5.32E-06,1.56E-06,
5.61E-06,6.83E-06,-3.76E-05,6.56E-06,1.60E-05,-2.24E-06,
5.15E-06,1.08E-05,-3.99E-05,7.57E-06,2.91E-05,-1.37E-06,
5.08E-06,1.44E-05,-4.51E-05,7.08E-06,4.20E-05,-2.99E-06,
6.21E-06,1.01E-05,-5.07E-05,7.03E-06,6.17E-05,-1.09E-05,
7.79E-06,3.40E-06,-5.29E-05,8.17E-06,8.08E-05,-2.02E-05,
8.14E-06,2.13E-06,-5.12E-05,9.68E-06,7.23E-05,-2.82E-05,
7.15E-06,5.07E-06,-4.97E-05,1.05E-05,2.95E-05,-3.67E-05,
6.19E-06,8.02E-06,-5.14E-05,9.14E-06,-1.80E-05,-4.53E-05,
5.66E-06,1.17E-05,-5.30E-05,6.45E-06,-3.34E-05,-5.26E-05,
5.13E-06,1.66E-05,-4.92E-05,6.76E-06,-1.52E-05,-5.82E-05,
5.60E-06,1.75E-05,-4.14E-05,1.15E-05,7.66E-06,-6.23E-05,
6.95E-06,1.20E-05,-3.38E-05,1.65E-05,1.51E-05,-6.73E-05,
7.62E-06,6.82E-06,-3.14E-05,1.96E-05,1.34E-05,-7.46E-05,
7.32E-06,6.75E-06,-3.67E-05,2.29E-05,8.32E-06,-8.18E-05,
6.37E-06,9.59E-06,-4.40E-05,2.92E-05,-1.91E-05,-8.77E-05,
3.17E-06,1.05E-05,-4.85E-05,3.30E-05,-7.86E-05,-8.77E-05,
-3.85E-07,1.05E-05,-5.06E-05,3.06E-05,-0.000119482,-7.85E-05,
-1.07E-06,1.29E-05,-4.98E-05,2.57E-05,-0.000101667,-6.32E-05,
1.66E-06,1.20E-05,-4.95E-05,2.09E-05,-6.26E-05,-4.59E-05,
6.85E-06,3.74E-06,-5.26E-05,1.80E-05,-4.18E-05,-3.41E-05,
9.77E-06,-5.50E-06,-5.70E-05,1.93E-05,-1.73E-05,-2.85E-05,
9.57E-06,-8.32E-06,-5.83E-05,2.18E-05,2.58E-05,-2.52E-05,
8.75E-06,-6.89E-06,-5.60E-05,2.20E-05,5.30E-05,-2.38E-05,
6.81E-06,-3.98E-06,-5.34E-05,2.33E-05,3.36E-05,-3.07E-05,
4.44E-06,-8.68E-07,-5.11E-05,2.51E-05,-6.66E-06,-4.54E-05,
3.68E-06,-9.94E-08,-5.16E-05,2.16E-05,-2.41E-05,-5.83E-05,
4.48E-06,-2.85E-06,-5.47E-05,1.42E-05,-1.17E-05,-6.33E-05,
5.10E-06,-4.03E-06,-5.78E-05,7.21E-06,1.97E-06,-6.44E-05,
3.54E-06,-7.86E-07,-5.81E-05,4.77E-06,-1.55E-05,-6.87E-05,
8.98E-07,1.83E-06,-5.51E-05,8.32E-06,-5.34E-05,-7.43E-05,
-8.22E-07,1.53E-06,-5.30E-05,1.27E-05,-7.38E-05,-7.66E-05,
-1.82E-07,2.67E-07,-5.41E-05,1.26E-05,-5.99E-05,-7.56E-05,
3.73E-06,-1.53E-06,-5.55E-05,9.01E-06,-3.00E-05,-7.32E-05,
7.96E-06,-2.78E-06,-5.60E-05,5.15E-06,-3.86E-06,-6.86E-05,
1.01E-05,1.67E-06,-5.79E-05,3.84E-06,1.67E-05,-6.36E-05,
1.23E-05,7.89E-06,-5.99E-05,4.95E-06,3.34E-05,-6.02E-05,
1.45E-05,8.35E-06,-6.03E-05,4.89E-06,4.21E-05,-5.71E-05,
1.45E-05,5.50E-06,-5.76E-05,4.71E-06,4.20E-05,-5.40E-05,
1.30E-05,4.03E-06,-5.07E-05,4.49E-06,3.19E-05,-5.44E-05,
9.71E-06,1.06E-06,-4.29E-05,1.23E-06,1.72E-05,-5.86E-05,
6.67E-06,-2.33E-06,-3.96E-05,-3.13E-06,1.06E-05,-6.25E-05,
8.13E-06,-1.09E-06,-4.17E-05,-5.68E-06,1.31E-05,-6.37E-05,
1.33E-05,1.67E-07,-4.45E-05,-7.12E-06,1.47E-05,-6.36E-05,
1.52E-05,3.03E-07,-4.32E-05,-1.01E-05,7.70E-06,-7.03E-05,
1.31E-05,2.64E-06,-3.84E-05,-1.34E-05,-6.63E-06,-8.22E-05,
1.32E-05,4.71E-06,-3.71E-05,-1.13E-05,-1.13E-05,-9.21E-05,
1.40E-05,5.02E-06,-4.20E-05,-5.66E-06,8.79E-06,-9.91E-05,
1.30E-05,2.61E-06,-4.48E-05,-1.01E-06,4.20E-05,-0.000104853,
1.28E-05,-1.11E-06,-4.39E-05,1.14E-06,6.60E-05,-0.000109613,
1.41E-05,-2.59E-06,-4.05E-05,3.46E-06,6.44E-05,-0.000114059,
1.53E-05,-2.53E-06,-3.42E-05,6.20E-06,3.84E-05,-0.00012416,
1.44E-05,-2.47E-06,-2.97E-05,7.32E-06,3.56E-06,-0.000131804,
